msg,label
"Could someone tell me what's in a Cornell-Dubilier EMI Filter
FIL 3363-001?

It is rated at 13A 115/250VAC 50/60HZ.  Is it just MOV's and ferrite?",alt.atheism
"

",talk.politics.misc
"Intel also makes some neat memory and peripheral chips:

Old technology (early 1980's)  
8155  ram plus IO (slow ram as I recall)
8755  eprom plus IO (expensive and slow)


Intel does make Eproms with built in address latches.
I fear that you would need a very flexible and up-to-date eprom
programmer to write to them.

give them a call.  I am not able to locate their memory products book
yet.



Sigh...  Now, who borrowed it...",alt.atheism
"

	Nonsense.  First, the uranium fuel is sealed in zirconium
alloy cylinders (which don't melt in any circumstances short of 
major failure of the power plant).  Second, the primary water
(that circulates inside the reactor core) is never pumped into the
cooling tower (it's the SECONDARY water cycle that goes 
through the cooling tower).  Third, liquid uranium would burst
into flame on contact with air.


	Cleaning crew working in a mist of uranium?  This is a
toxic heavy metal, even if it WEREN'T radioactive.  Shouldn't there
be some smileys here?  Or frowneys? ",alt.atheism
"
I heard he had a strained abdominal muscle or something like that.",talk.politics.misc
"# 
# #Are you saying that:
# 
# #(1) People voted for Hitler, and he became Reich Chancellor, in good
# #part because he used bully boys to attack communists,
# 
# Hitler did not become become Reich Chancellor because people voted for
# him. I'm not sure if you meant to imply that or not, but I just thought
# I'd bring that up.
# 
# Eric Smith

Hitler became Chancellor because people voted for his political
party.  That's not a huge difference in a parliamentary system.

",rec.sport.baseball
"
Are you switching high level signals or low level signals like pre-amp
out level signals?  Also, are the clicks you mentioning the big
clack that happens when it switches or are you refering to contact
bounce?  How are you driving the relays?  TTL gate output?  Switching
transistor?  How are the relays connected to what you are driving?",alt.atheism
"
actually,  teh D means the registered driver has diplomatic immunity.
That means they can do as they damn well please on the roads, and you
have only God as your protection.   

The state Department Issues Saa-XXX  plates for personnel  who work
at the embassies but haven't been granted  immunity.  Most embassies
have restricted parking for embassy personell  street side.  

The S plates allow them to use  those parking areas as well as the
restricted lots at National and State dept,  without a lot of crap.",rec.sport.baseball
OK I posted this B4 but:,alt.atheism
"
Science is the process of modeling the real world based on commonly agreed
interpretations of our observations (perceptions).


Values can also refer to meaning.  For example in computer science the
value of 1 is TRUE, and 0 is FALSE.  Science is based on commonly agreed
values (interpretation of observations), although science can result in a
reinterpretation of these values.


The values underlaying science are not objective since they have never been
fully agreed, and the change with time.  The values of Newtonian physic are
certainly different to those of Quantum Mechanics.",sci.electronics
"I'm doing some work on the Mac IIsi and need some information on the CPU.
I have the Motorola MC68030UM/AD Rev. 1, but I fear it is out of date as it
does not have the characteristics for the CPU package type used in the IIsi.

What I need is the Theta (JC) Thermal Characteristic (the Junction to Case
thermal resistance) for the _PLASTIC_ FE style package.

If you have this info, I would appreciate your sending it by email as postings
suffer a few days delay here.

If you are keen on this stuff, I am also interested in a more accurate value
for the typical power dissipation. I'm assuming 2.25 Watts (using the 2.6 W
maximum at 0 C decreased the way the Pd drops in the 6801x as Ta increases).
If your manual has a chart of power dissipation, I'd like to know what it
reads at 25 C and 40 C.

Thanks for reading!",alt.atheism
,comp.sys.mac.hardware
"Perhaps 1%, but most likely not more than 2%.  A new study
(discrediting Kinsey) says so.",rec.sport.baseball
"I still think a major point is being missed... If you are worried about
software pirates, NOTHING will stop them. These are people who crack
software (mostly games, but so what) daily for fun. They can usually find
a crack around anything, especially if the manufacturer leaves a hole for such a thing.
",alt.atheism
"

Ugliest stance of all time has to go to Oscar Gamble. The man would
practically kneel in front of home plate in order to have a small strike
zone! (He's just lucky that strike zone size isn't determined by how big
your afro is:)",talk.politics.misc
"How does one read the betting spreads for baseball?  They tend to be something
like 8-9 which means it must not be runs!

Thanks.
-- 
-------------------------------------------------------------------------------
David Rex Wood -- davewood@cs.colorado.edu -- University of Colorado at Boulder",talk.politics.misc
"    >Clayton, babe, please define the word `molest`. Are you using
    >a legal term or a proper dictionary term? Molest, as far as I
    >can remember, means `to do damage to person(s)`. My mate,
    >Mike, was lured into a woman's parlour when he was 14. Is
    >that molestation? A number of my friends (straight) lost
    >their virginity before that. Were they 'molested'? They told
    >me that they thoroughly enjoyed the experience. I see no
    >damage.
    >
    >Please stop pushing your objective morality on others. If you
    >push, people won't fall over and say 'Ye gads, you're
    >right!', they'll just push back.
    >
    >Have you signed up for that logic course yet?

Yep -- and the child that ""Tree Frog Johnson"" adbucted for 6 months reportedly
""enjoyed"" her experiences as well. They trained her using food. As an FBI
agent reported (on his disciplinary action for beating up ""Tree Frog"") ""when
you see a 2&1/2 year old baby cheerfully tell you she wants a peanut butter
sandwich and she'll suck your pee-pee, you lose control"".

You are quite sick.


-- 
There are actually people that STILL believe Love Canal was some kind of
environmental disaster. Weird, eh?",rec.sport.baseball
"
Minnesota Lumberjacks (thought of Bunyons - as in Paul, not sore feet or Babes
			as in Big Blue Ox)
Seattle Rainiers (I think this was considered by the new ownership -- harkening
                  back to AAA glory days -- and placating at least one local
                  brewer :-)",talk.politics.misc
"
I remember one he hit circa 1976 at Wrigley Field that went across
the street (in dead center field) and hit a house on the roof.  He
whiffed a lot, but when he *did* connect, watch out!




-- 

#include <std_disclaimer.h>",talk.politics.misc
"There has been quite a bit of discussion about house wiring and grounding
practices here.  A few points need to be clarified:

The Equipment GROUNDING conductor, Green, green with a yellow stripe, bare, or
the metal sheath or pipe of SOME wiring methods, is used as a safety ground, to
carry fault currents back to the circuit breaker panel, and to limit the
voltage on the metal case of utilization equipment or other metal objects.  It
should never (except for a few exceptions to be discussed later) carry the
normal operating current of a connected load.  Some equipment has filters in
the power supply which may cause some slight current flow through the grounding
conductor.  

Much communications or audio equipment is sensitive to noise or slight voltages
on the grounding conductor, and may require special wiring of the grounding
conductors to provide reliable operation  (""orange"" outlets are often used for
this, with insulated grounding conductors wired back to the panel box, and in
many cases back to the service.  Anyone installing such a system should read
both the section on grounding in the National Electric Code and publications on
installing quiet isolated ground systems.  The code requires the insulated
grounding conductors (green wires) to run with the current carrying conductors
back to the panel box, and, if required, back all the way to the service
entrance , where it is bonded to the service ground (water pipe or rod)  Many
of these systems are installed illegally or unsafely, where they do not provide
a safe ground or a quiet ground or either. 

The GROUNDED conductor of a circuit, often called the NEUTRAL, which is
referred to in the code as the ""identified"" conductor and is supposed to be
white or natural grey.  This conductor is supposed to be connected to ground in
most electrical systems at a single point, generally at the service entrance
panel.  This connection is through the Main Bonding Jumper.  (In many household
service panels, the main bonding jumper is actually a bonding screw which
attaches the neutral busbar to the case of the panel)  

The Grounded conductor (neutral) is generally a current carrying conductor.  In
the case of a 120 volt circuit it is one of the two conductors completing the
circuit from the panel to the load device.  

Since the grounded conductor (neutral) is only connected to the grounding
conductor (bare or green) at the service entrance, if the load is any distance
from the service and draws any significant current, there will be a small but
measurable voltage between the grounded and grounding conductors at the load,
under normal operating conditions.  If you should (incorrectly) connect the
grounded (neutral) conductor to the grounding conductor at the load, some of
the neutral current will flow instead through the grounding conductor.  Since
there will now be current flowing through the grounding conductor, it will also
no longer be quite at ground potential at the load end.  If the load equipment
has a metal case, which is connected to the grounding conductor through the ""U""
ground plug, the metal case is now also no longer quite at ground potential. 
The difference (under normal, non short-circuit conditions) may be only a few
tenths of a volt, but it could also be a volt or two.  This normally does not
present a shock hazard.  

HOWEVER, if you let the metal case of the grounded equipment come into contact
with an independently grounded object such as a water or gas pipe, a radiator,
a metal air conditioning duct or such, part of the neutral current will try to
flow through this aalternate ground path.  If the contact is not solid, you
will get a significant arc (a low voltage, but possibly moderate current arc)
Under the wrong conditions, this arcing could start a fire.  It is possible in
some cases that the sneak ground current   could also flow through a wire of
inadequate size, causing it to overheat.

With the incorrect non single-point grounding of the neutral, if there is a
short circuit from hot to neutral, the high short circuit current which may
flow will cause a much higher voltage on the grounding conductor, which
increases the possibility for shock or fire.  

Also if you incorrectly multiply connect the neutral and ground, the voltage on
the ground system is seen as noise bu computer or audio equipment, often
causing malfunction.  I have spent some hours tracking down such shorts in
technical facilities where they were inducing severe hum into equipment.

The Neutral is usually bonded to the ground at the distribution transformer as
well as at the service entrance of each dwelling.  This is done primarily for
lightning protection, so that induced lightning currents have a short path back
to ground, and also to assure that the currents drawn by shorts to grounded
objects like pipes draw enough current to trip circuit breakers or blow fuses
quickly.  The bad side of this is that not all the neutral current from the
dwelling goes through the neutral wire back to the transformer.  Some of it
flows through the grounding electrode (water pipe, etc.) this may cause
corrosion in the pipes and possibly in things like underground fuel oil tanks,
and it may also cause measurable AC magnetic fields due to the large loop
between the ""hot"" conductors in the service and the neutral current in the
water pipe and ground.  There are those who feel these fields may be unhealthy. 
(don't flame ME on this, I'm just telling you where the field comes from, not
it's health effect, as far as I'm concerned, the jury is still out on this.)

Note that the bonding jumper is only installed at the main panel, NOT at any
sub distribution panels.  This is one reason why it is illegal to run service
entrance cable with the sheath used as a neutral to a sub panel, you must have
a seperate insulated conductor for the neutral.  The sheath can be used in this
application only as the groundING conductor.  If the neutral is bonded to the
grounding conductor in the sub panel, say by forgetting to remove the bonding
screw, all the grounding conductors of the loads on that panel will be above
ground, with the possible problems listed above.

The code makes exceptions for ranges and dryers, as well as feeds from one
building to another.  In the cases of the range and dryer, the neutral may be
used as the equipment ground under certain conditions, instead of a seperate
wire.  Every time the code is revised, these exceptions come up for review. 
These exceptions were, in fact the first required safety grounds, in the days
before U ground outlets and such.  The appliance manufacturers don't want to
have to redesign their ranges and driers, and the contractors don't want to
have to run four wire cable (with four fairly heavy, expensive wires) in place
of three wire to the appliances.  No question it would be safer with seperate
neutrals to the stove, but the neutral current is low for most burner settings
(since most current is in the 220 volt ""hots"" except at some low settings, the
wires are large gauge, and there are few reported cases of injury or damage. 
So far, the exceptions have survived. In the case of feeds between buildings,
it's primarily for lightning protection.

People doing wiring should be aware what is and what isn't a legal grounding
conductor.  Obviously, the bare wire in ""romex"" 'with ground' is.  Anywhere
there is a green wire installed, such as in a portable cord, that is a good
grounding conductor.  The sheath of BX clamped in BX connectors in metal boxes
is a legal grounding conductor (in the US). (BX has an aluminum band run under
the steel sheath to lower the resistance of the sheath.  You can just cut this
aluminum band off at the ends, you don't have to bond it to anything, it does
its job by touching every turn of the BX sheath.) Conduit or EMT (thinwall
tubing) is generally a legal grounding conductor, but may require a bonding
locknut where it enters a box or panel, particularly for larger pipes.  

""Greenfield"" (looks like big BX, but you pull your own wires in the empty
sheath after you run it) is NOT a legal grounding conductor, as it doesn't have
the aluminum band to bond it, and the spiral steel has too much resistance and
inductance.  You have to run a seperate green grounding conductor inside the
greenfield.

""Wiremold"" is also not a legal grounding conductor, as the paint on the boxes
often prevents good contact, and the ""feed"" to the wiremold extension is often
from a box in the wall that may not be well connected to the first wiremold
box.  I have personally discovered cases where the entire run of wiremold and
the cases of everything plugged into all the outlets on the run were ""hot"" with
120 volts (Why do I get a shock every time I touch my computer and the radiator
here in the office?) because there was no ground wire in the wiremold and one
of the outlets had shorted to the edge of the wiremold box.  You must run a
ground wire back in the wiremold from the outlets at least to the first box in
the original wiring (conduit, BX, etc.) where you can ""bond"" the wire to the
box with a screw, bnding clip, or whatever.

On another issue, while you should ground the green wire/lug on GCFI outlets
when ever there is a place to ground them, it is legal in the NEC to use them
without a ground if no ground is available.  It is better to have the
protection of the Ground fault interrupter than no protection if you don't
install it.  The interrupter doesn't depend on the ground to trip.  It is
desirable to connect the ground if available, because if the ground is
connected, the interrupter will trip as soon as a faulty device is plugged in,
whereas without the ground, it will not trip until someone or something
provides a ground path.  For those questioning the legal use of ungrounded
GCFI's, read in the NEC, 210-7 (d) exception. (This is the 1990 code, my '93
code is in the city, but I know the rule hasn't changed.  It might be
renumbered though.) 

We have only touched the surface concerning grounding ;-} , there is much more
to this subject, but most of you have fallen asleep by now.  

John",alt.atheism
"Does anyone know if the Twins games are broadcast in
good ole Ames Iowa??????????????",talk.politics.misc
"Add Mike Trombley in there somewhere, since they need five people.  Mark
Guthrie will remain in the bullpen as the long lefty.

Pags and Terry Jorgenson will platoon at third, with Reboulet as the
backup infielder.  Pags looked pretty miserable yesterday for a guy who
lead the league in DA in 1991, muffing what should be routine grounders
(heck, muffing a grounder *I* would probably have gotten to).  Jorgenson
did nothing exceptional that I noticed.  Leius missed a ball I *think*
Gagne would have reached; we will certainly miss Gag's glove this season.

He looked pretty good there.  Contrary to what the mediots have been saying,
he looked reasonable at first.  He isn't mid-80s Hrbek, but then neither is
the Pretty Big Guy himself any more (note:  I'm used to seeing the Twins
1B looking kinda big on the field, but not that big!).  If he hits vaguely
like last year, he's a perfectly good first baseman.

Note:  Much of this posting is from personal observation yesterday in a game
where the regulars were mostly pulled after several innings.  Winfield may
have big holes in his defensive game that didn't show up (he didn't have to
pick any bad throws, for example), but I'll take what I saw so far.",talk.politics.misc
"

For an expansion team?  I'm pretty sure I would go with the rings, as long
as their salaries and ages weren't too high.  I would want the fans to be 
able to identify the players.  I would like a championship attitude in the 
clubhouse.

As for Larkin and Griffin?  Salaries aside, I would have to consider which
player is likeliest to contribute to a WS victory.  Past performance, age and
attitude would all be integral to my decision.  I certainly wouldn't just
haul out my copy of Gillete and pick Larkin, as many others would.  And,
unlike many others who post to this group, I hardly consider myself quali-
fied to make those kinds of decisions.


I have never been able to believe it about myself, to tell you the truth.
It's like banging your head against a stone wall.

-- ",talk.politics.misc
"

Well, I've provided examples to show that the trend was general, and you
(or others) have provided some counterexamples, mostly ones surrounding
mating practices, etc.  I don't think that these few cases are enough to
disprove the general trend of natural morality.  And, again, the mating
practices need to be reexamined...


No, but mating practices are a special case.  I'll have to think about it
some more.


Indeed.  But, while the natural system is objective, all objective systems
are not the natural one.  So, the terms can not be equated.  The natural
system is a subset of the objective ones.


I don't claim that homosexuality is immoral.  It isn't harmful, although
it isn't helpful either (to the mating process).  And, when you say that
homosexuality is observed in the animal kingdom, don't you mean ""bisexuality?""


This is standard jargon.  Read any textbook.  The ""we"" forms are used
throughout.


That's right.  The goals themselves aren't inherent.


You could, but such would contradict observations.


But a postulate is something that is generally (or always) found to be
true.  I don't think your postulate would be valid.


Yes, and I think the goals of survival and happiness *do* work.  You think
they don't?  Or are they not good goals?",sci.electronics
"
  While Atlanta has the undisputed best starting rotation, I feel that their
relief staff may be suspect.  They don't have a real closer -- although
Mike Stanton (4 saves) has been used in that role.  Didn't Stanton start off
great last year and then falter?  Despite this, your point is well taken.
Atlanta doesn't seem to have the same personality as a NY team, thus is 
unlikely to self-destruct.  For Houston to take 'em, Atlanta needs to
suffer some injuries, particularly to their starting rotation.



  From what I understand, Boever and Murphy were considered expendable by the
club.  Houston felt that their positions could be filled by a number of
players..  Art  Doug Jones is the key to Houston's success.  He must have
another great year for Houston to challenge in the NL West. 

lousey spring.


      Right!  A strong rotation will take the pressure off of the troubling
      bullpen.



      The unsuspected strength of the lower part of the order has saved the
      club so far.  Biggio and Finley just aren't doing their job of getting
      on base.  Instead of filling his role as an RBI man, Bagwell has had to
      assume Biggio and Finley's job.  Biggio concerns me, since he usually
      starts the season very strong.


                                * * * * * *

     On a side note, are you at all concerned with the rumors concerning
next year's uniform?  There is talk that their road uniform will be
(blech..) traditional grey, with the word ""HOUSTON"" written across the
chest.  If I'm not mistaken, their home uniforms may totally eliminate
the color orange (shiver..).  McLane's favorite color is red, so...
     I'm really upset.. the current unforms are dull and the new ones sound
horrible.  I'd like to see the uniform of the mid-1980s return.  They
may not have been pretty, but Houston had established a long precident of
wearing the ugliest uniforms in baseball -- and I liked it.


Astros fan since the days of Ryan, Scott, Smith, Cruz, Davis, Bass, Hatcher...",talk.politics.misc
"
: > Sure it isn't mutually exclusive, but it lends weight to (i.e. increases
: > notional running estimates of the posterior probability of) the 
: > atheist's pitch in the partition, and thus necessarily reduces the same 
: > quantity in the theist's pitch. This is because the `divine component' 
: > falls prey to Ockham's Razor, the phenomenon being satisfactorily 
:                                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
: > explained without it, and there being no independent evidence of any 
:   ^^^^^^^^^^^^^^^^^^^^
: > such component. More detail in the next post.
: > 

Occam's Razor is not a law of nature, it is way of analyzing an
argument, even so, it interesting how often it's cited here and to
what end. 
It seems odd that religion is simultaneously condemned as being
primitive, simple-minded and unscientific, anti-intellectual and
childish, and yet again condemned as being too complex (Occam's
razor), the scientific explanation of things being much more
straightforeward and, apparently, simpler. Which is it to be - which
is the ""non-essential"", and how do you know?
Considering that even scientists don't fully comprehend science due to
its complexity and diversity. Maybe William of Occam has performed a
lobotomy, kept the frontal lobe and thrown everything else away ...

This is all very confusing, I'm sure one of you will straighten me out
tough.",sci.electronics
"
In the case of victimless crimes yes, I think so.

Think about it.  If I rob or beat up or rape or kill someone, it's very
clear to anyone not a sociopath that I've done something immoral.  On the
other hand, if I smoke grass or have sex with a consenting adult in a
manner illegal in that state, the morality or immorality of that act is
merely a lifestyle choice; it doesn;t clearly hurt anyone else.  IMO, if
such an act doesn;t hurt another person it should not be interfered with.


I think so.  And I don't use drugs, outside of the legal ones (alcohol
and coffee).",rec.sport.baseball
"[deletions]

 People with advanced science degrees use state of the art equipment
and spend millions of dollars to simulate tornadoes. But tornadoes
do not require intelligence to exist.
 Not only that, the equipment needed is not really 'state of the art.'
To study the *products*, yes, but not to generate them.

 
 Oh, I will. :->

Sincerely,",sci.electronics
"*Teddy O'Neill-Creature with furry Hobbit feet from Bath UK*,
a sentimental fool, posts:
 
     With the force of a world-wide youth movement, it ought to
     be possible to establish a coordinated global program to
     accomplish the strategic goal of completely eliminating the
     internal combustion engine over, say, a twenty year period.

Evidently there are no open questions, either scientific or about
how people prefer to live.
",rec.sport.baseball
"

Hey, Clayton, it's me again!  I just love your arguments.  They completely
clinch each and _every_ one of your points!

But then again, that, I suppose, says a lot about how screwed up your are.

Hehe.  I haven't had so much fun since I started blasting christians in alt.atheism!



",rec.sport.baseball
"
Isn't name calling fun!

What do you think happened at Watergate? What do you think they broke into
the building for? It wasn't to just look around. Do I have to draw you 
a picture?

Whatever...

------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  ",rec.sport.baseball
,talk.politics.misc
"Hello,

	I remember running across an ad in the back of Mac[User|World]
a few years ago, for a Nubus board that had umpteen SIMM slots, to be
used to ""recycle your old SIMMs,"" when you upgraded memory.  I don't
remember who made this board, and I haven't seen it advertised in
any of the latest Mac magazines.  It mentioned that it included software
to make the SIMMs on the board act like a RAM disk. As someone who has SIMMS 
he can't get rid of/use, but hates the waste, this sounds to me like a majorly
good idea.  Does anyone out there know what board/company I'm talking about?  
Are they still in business, or does anyone know where I can get a used one
if they are no longer made?  Any help would be greatly appreciated.  Please
e-mail me, to save net.bandwidth.


	Thanks,

	Cap.



",comp.sys.mac.hardware
"
Excuse me but... have not all Macs got a CPU!!!",comp.sys.mac.hardware
"The Phillies salvaged their weekend series against the Chicago Cubs
by beating them 11-10 in a wild one at Wrigley Field Sunday
afternoon.  It was the Phils only win in the three game series, and
was the first time the Phillies have lost a series in the young
season.   The Phils jumped to a 6-0 lead in the game thanks to 2
John Kruk 2-run homers and two Wes Chamberlain homers.  However Danny
Jackson, and the Phillies middle relief was unable to hold the lead.
Mitch Williams entered the game with the Phillies leading 8-4,
however Candy Maldonado hit a ninth inning homerun to tie it.  In
the 11th, Dave Hollins hit a three-run shot, his first of the year
to push the Phils ahead to stay.  However, in a shaky bottom of the
11th the Cubs scored 2 runs and had the tying runner on base when
the Cubs pinch hit Randy Myers for Bob Scanlan (they were out of
position players) and Myers bunted into a double play to end the
game.",talk.politics.misc
"Y'all lighten up on Harry, Skip'll be like that in a couple of years!!>

Harry's a great personality.  He's the reason I like Cubs broadcasts.
(It's certainly not the quality of the team).

Chop Chop

Michael Mule'

",talk.politics.misc
"
That's what the pseudo-disclaimer is supposed to say, sorry for the confusion.

-nate",comp.sys.mac.hardware
"

I've never seen a speedometer-reading model. Are you sure? Who makes
them? Consider the difficulty of reading the speedo on various makes
of cars in use... I've seen single beam moving-mode and split beam
moving-mode.

-- 
--------------------------------------------------------------------
       Dave Medin			Phone:	(205) 730-3169 (w)
    SSD--Networking				(205) 837-1174 (h)
    Intergraph Corp.
       M/S GD3004 		Internet: dtmedin@catbyte.b30.ingr.com
  Huntsville, AL 35894		UUCP:  ...uunet!ingr!b30!catbyte!dtmedin

   ******* Everywhere You Look (at least around my office) *******",alt.atheism
"




Hey puppy, you are getting further around the bend every day. But
I wouldn't miss your adolescent ravings for the world, everyone
needs a good laugh now and then. :-)
",rec.sport.baseball
": While it's possible that it's a ham radio transmitter that you're
: hearing, it isn't likely - every bit of signal that doesn't go out the
: antenna is wasted, as far as a ham is concerned, and most hams are

It is the radiated signal that would cause the problem.

: technically competent to ensure that they don't waste any signal if they
: can possibly avoid it.  To get their ham license, they had to pass a
: government exam that tests them on that point, among others.
: 
: However, you could be hearing a radio transmitter for sure - there are
: lots of other services where the operators AREN'T required to be
: technically competent - Citizens Band (""CB""), for example.

There is nothing in the Amateur Radio Tests that requires an technical
competence at all. It is a simple matter to memorize all the questions
and answers.  However, that said, most Hams that I know do spend quite
a bit of time gaining some technical skill.

: Listen to the interference.  If you hear voices clearly, it almost
: certainly ISN'T ham radio, and might well be CB.  If you can record a

Don't count on that.

: bit of it, you could take the tape over to a local ham operator's house
: and ask him for his opinion of what you're hearing.  Most communities

You cannot do that legally. However, you can ask a ham over to listen.
If the interference occurs at a specific time each day, then it would
be possible to do such scheduling.  If nothing else, you could invite
the ham over to transmit from your driveway, to see if he interferes.
If he does, then you probably need to have your equipment worked on to
make it immune to rf interference.

: have a ham radio interference committee whose members are most willing
: to help you resolve interference complaints.  Look in the phone book, or
: ask at the local ham radio store, or call the FCC for contact info.

The FCC may, or may not, have such information. They have enough to do
without getting calls for such information. If nothing else, call your
city offices or police department (general business number). They should
have the name of a local ham contact.

: If it's a ham, he's more than likely willing to help get rid of the
: problem.  After all, it would be his signal he's wasting.  If it isn't,
: the interference committee or the FCC may be able to suggest solutions.

See above - your concept of wasted signal is erroneous. If his rig is
transmitting properly, then the chance of interference (with the exception
of harmonic television interference) is the greatest - since he is putting
out the strongest signal.

: It is unfortunately the case that a transmitting station that is
: operating perfectly legally could possibly cause intereference to a
: piece of consumer audio or TV equipment just because the manufacturer of
: the consumer equipment cut corners on one little section of the device
: that wouldn't affect one person in a thousand, but which bites you.
: Often that can be remedied for just a few pennies by a knowledgeable
: person, perhaps even the person operating the transmitter you're
: hearing.

Unfortunately, most consumer equipment is succeptable - it is all poorly
designed.

: (BTW: hams are ALLOWED amplifiers; CB isn't.  ""illegal ham amplifier""
: doesn't compute.)

It does, but not for a mobile radio. There are very few mobile rigs that
could power a 1500 watt amplifier.",alt.atheism
"# #    A new natonal study on male sexual behavior, the most thorough
# #    examination of American men's sexual practices published since
# #    the Kinsey report more than four decades ago,
# 
# Right off the bat this information is flawed.  ""Most throrough""?  I'm
# sorry, but Masters & Johnson put out a report within the past few
# years.  The Kinsey Institute has been quite active since it was
# founded oh-so-many years ago.  They, too, recently put out a new
# report on sexuality.

I was quoting a news story.  I have no idea why they claim this was
the most ""through examination.""

# #    shows about 2
# #    percent of the men surveyed had engaged in homosexual sex and
# #    1 percent considered themselves exclusively homosexual.
# 
# I hate to be picky, but let's do the math.  If we take the cities of
# New York City and Los Angeles alone, we can find approximately 3.5
# million gay people...making about 1.75 million gay men.

WHAT?  Even in San Francisco, the Dept. of Public Health estimates
that only 11% of the male population is gay.  What you are claiming
is that of the 16 million people in the NYC and LA areas, that more
than 10% are gay.  What is the source of your numbers?  Keep in
mind that attempts by CDC to determine homosexual percentage in
American cities have given numbers <3%.

# 1% of the American male population is about 1.25 million.
# 
# So what this study says is that all gay males live in New York City or
# Los Angeles, and about half-a-million people are lying about being gay.
# 
# Something smells funny....

Yes, your 1.75 million number smells funny.

# Brian Evans                |     ""Bad mood, bad mood...Sure I'm in a bad mood!",rec.sport.baseball
"




Um, what?  Eddie Murray was a superb first baseman for a *long* time.

Winfield as produced consistently for almsot 20 years, and excellently
on several occasions.  

Dave Kingman's *best* year was like Darryl Strawberry's *typical*
year with the Mets.  

Darrell Evans, too, did a whole lot more than just hit homers, which 
*is* all that Kong did.  



Whom are you talking about?  Yes, Eddie Murray is marginal, but that's
because he's 38 years old.  He wasn't marginal for a *long* time.



Not.  

Smith has hung around for a long time AND fielded the position better 
than anyone else ever has.

Yount stopped being a shortstop about a decade ago, in case you hadn't 
noticed.

One of his two MVP awards was as a centerfielder.



Like whom?  There are many players in the Hall who aren't anywhere near
as goos as the guys you're running down.


That's already the case, by some standards.  But the *bad* players in the 
Hall are all from the 20's and 30's.  Recent picks have generally been
excellent.


No, but who cares?  Was Stan Musial anywhere near as good as Babe Ruth?
Not really.  But he obviously belongs there.

The Hall has generally had about the top 1% of major leaguers.  As 
more players come through the game, more will be in that top 1%.  

And, yes, it's pretty easy to argue that Smith,. Yount, Evans, Winfield,
etc. are in the top 1%.  Dave Kingman on the other hand, was a liability
throughout most of his career.

Of course, Garvey *hasn't* gotten a lot of HOF press, so I don't know
what you mean.  

As for Ryan, is his W-L better than Morris'?  That's what a lot of voters
tend to look at.  And Morris *was* awfully good for a decade, and doesn't
lead MLB history in walks allowed, either.",talk.politics.misc
"

  What is your proof that they ""did the best they could""?   Unless
  they had strong evidence that the children were in IMMEDIATE danger
  then ""the best they could"" have done was to SHOW RESTRAINT.

  Some of us DID predict this outcome, or at least suggested a
  strong possibility of it.  I, for one, said that in the event of
  an assault against the building the CHILDREN were the ones in danger
  either from the assault itself or from a ""Jonestown"" (my phrase
  a week after the seige started) style suicide.  And as I pointed
  out then, and repeatedly over the objections of people on the net 
  who disagreed with me, an adult may freely choose suicide but they
  have no right to impose this choice on their children.

  Now, while I don't expect the FBI to pay any attention to what I 
  have to say on this, I *DO* expect them to figure it out on their
  own or to take the advice of experts.  The cult specialist inter-
  viewed in yesterday's Boston Globe said he was repeatedly ""stonewalled""
  by the FBI when he pointed out to them that their confrontational
  tactics played perfectly into Koresh's mad view of the world and so 
  increased the chance of a tragic outcome.


  Give *US* a break!   Pumping teargas for 45 minutes into a compound 
  filled with CHILDREN?!!   This doesn't seem to show much regard for 
  their lives or safety.   ""Nontoxic teargas"" is an oxymoron.  Children
  have tiny respiratory passages which are easily blocked by the secretions
  induced by teargas; moreover teargas can easily cause fatalities in anyone
  subject to laryngospasms, asthma, or heart disease.

  If a madman is holding a gun to a hostage, someone who provokes the 
  madman by attacking him bears nearly as much repsonsibility for the
  death of the hostage as the madman himself.  These kinds of situations
  have to be handled *delicately* - not by surrounding a place with
  tanks and heavily armed personnel and blaring rock music from loud-
  speakers at all hours.   That approach is idiotic.  



  The solution is to greatly reduce the authority of the ""the authorities"".
  The Feds showed themselves here, as they have so many times in the
  past, to be a gang of trigger-happy, impulsive, yahoos who cause more
  trouble than they prevent.    Their confrontational approach reinforced
  every single message Koresh was giving his followers, virtually guarantee-
  ing that whatever crazy solution Koresh proposed would be followed
  willingly.   This was pointed out here, on Compuserve, in the press,
  just about every place except in the Justice Department where it seems
  a n.i.h. philosophy prevails.  
  ",rec.sport.baseball
"
",talk.politics.misc
"Clinton has backed off from the $16 billion jobs bill.

	Word is he's paring it down to the core: jobless benefits, money for
creating full time jobs (ie, no summer jobs money).

	Chalk one up for holding the line on spending.",rec.sport.baseball
"
Murry,

	Why don't you just shell out a couple more dollars and get a floptical.   
They can read high density disks (1.4 MB) as well as flopticals (21 MB).  The  
price of flopticals right now range from $300's - $400's.",comp.sys.mac.hardware
"
Here's one I remember: (sort of)
Yogi's asleep in a hotel room late at night and gets a call from someone.
After he answers the phone the person at the other end asks if he woke Yogi
up. Yogi answered, ""No, the phone did.""",talk.politics.misc
